"PROBEID","ENTREZID"
"1049","201383_s_at","4077"
"1050","201384_s_at","4077"
"1051","201385_at","1665"
"1052","201386_s_at","1665"
"1053","201387_s_at","7345"
"1054","201388_at","5709"
"1055","201389_at","3678"
"1056","201390_s_at","1460"
"1057","201391_at","10131"
"1058","201392_s_at","3482"
"1059","201393_s_at","3482"
"1060","201394_s_at","10181"
"1061","201395_at","10181"
"1062","201396_s_at","6449"
"1063","201397_at","26227"
"1064","201398_s_at","23471"
"1065","201399_s_at","23471"
"1066","201400_at","5691"
"1067","201401_s_at","156"
"1068","201402_at","156"
"1069","201403_s_at","4259"
"1070","201404_x_at","5690"
"1071","201405_s_at","10980"
"1072","201406_at","6173"
"1073","201406_at","100529097"
"1074","201407_s_at","5500"
"1075","201408_at","5500"
"1076","201409_s_at","5500"
"1077","201410_at","55041"
"1078","201411_s_at","55041"
"1079","201412_at","26020"
"1080","201413_at","3295"
"1081","201414_s_at","4676"
"1082","201415_at","2937"
"1083","201416_at","6659"
"1084","201417_at","6659"
"1085","201418_s_at","6659"
"1086","201419_at","8314"
"1087","201420_s_at","79084"
"1088","201421_s_at","79084"
"1089","201422_at","10437"
"1090","201422_at","5296"
"1091","201423_s_at","8451"
"1092","201424_s_at","8451"
"1093","201425_at","217"
"1094","201426_s_at","7431"
"1095","201427_s_at","6414"
"1096","201428_at","1364"
"1097","201429_s_at","6168"
"1098","201430_s_at","1809"
"1099","201431_s_at","1809"
"1100","201432_at","847"
"1101","201433_s_at","9791"
"1102","201434_at","7265"
"1103","201435_s_at","1977"
"1104","201436_at","1977"
"1105","201437_s_at","1977"
"1106","201438_at","1293"
"1107","201439_at","8729"
"1108","201440_at","9416"
"1109","201441_at","1340"
"1110","201442_s_at","10159"
"1111","201443_s_at","10159"
"1112","201444_s_at","10159"
"1113","201445_at","1266"
"1114","201446_s_at","7072"
"1115","201447_at","7072"
"1116","201448_at","7072"
"1117","201449_at","7072"
"1118","201450_s_at","7072"
"1119","201451_x_at","6009"
"1120","201452_at","6009"
"1121","201453_x_at","6009"
"1122","201454_s_at","9520"
"1123","201455_s_at","9520"
"1124","201456_s_at","9184"
"1125","201457_x_at","9184"
"1126","201458_s_at","9184"
"1127","201459_at","10856"
"1128","201460_at","9261"
"1129","201461_s_at","9261"
"1130","201462_at","9805"
"1131","201463_s_at","6888"
"1132","201464_x_at","3725"
"1133","201465_s_at","3725"
"1134","201466_s_at","3725"
"1135","201467_s_at","1728"
"1136","201468_s_at","1728"
"1137","201469_s_at","6464"
"1138","201470_at","9446"
"1139","201471_s_at","8878"
"1140","201472_at","7411"
"1141","201473_at","3726"
"1142","201474_s_at","3675"
"1143","201475_x_at","4141"
"1144","201475_x_at","102465454"
"1145","201476_s_at","6240"
"1146","201477_s_at","6240"
"1147","201478_s_at","1736"
"1148","201478_s_at","677835"
"1149","201478_s_at","100847052"
"1150","201479_at","1736"
"1151","201479_at","677835"
"1152","201479_at","100847052"
"1153","201480_s_at","6829"
"1154","201481_s_at","5834"
"1155","201482_at","5768"
"1156","201483_s_at","6827"
"1157","201484_at","6827"
"1158","201485_s_at","5955"
"1159","201486_at","5955"
"1160","201487_at","1075"
"1161","201488_x_at","10657"
"1162","201489_at","10105"
"1163","201490_s_at","10105"
"1164","201491_at","10598"
"1165","201492_s_at","6171"
"1166","201493_s_at","23369"
"1167","201494_at","5547"
"1168","201495_x_at","4629"
"1169","201496_x_at","4629"
"1170","201497_x_at","4629"
"1171","201498_at","7874"
"1172","201499_s_at","7874"
"1173","201500_s_at","6992"
"1174","201501_s_at","2926"
"1175","201502_s_at","4792"
"1176","201503_at","10146"
"1177","201504_s_at","7247"
"1178","201505_at","3912"
"1179","201506_at","7045"
"1180","201507_at","5201"
"1181","201508_at","3487"
"1182","201509_at","3420"
"1183","201510_at","1999"
"1184","201511_at","14"
"1185","201512_s_at","9868"
"1186","201513_at","7247"
"1187","201514_s_at","10146"
"1188","201515_s_at","7247"
"1189","201516_at","6723"
"1190","201517_at","22916"
"1191","201518_at","10951"
"1192","201519_at","9868"
"1193","201520_s_at","2926"
"1194","201521_s_at","22916"
"1195","201522_x_at","6638"
"1196","201522_x_at","8926"
"1197","201523_x_at","7334"
"1198","201524_x_at","7334"
"1199","201525_at","347"
"1200","201526_at","381"
"1201","201527_at","9296"
"1202","201528_at","6117"
"1203","201529_s_at","6117"
"1204","201530_x_at","1973"
"1205","201530_x_at","26781"
"1206","201530_x_at","652965"
"1207","201530_x_at","652966"
"1208","201530_x_at","100533955"
"1209","201531_at","7538"
"1210","201532_at","5684"
"1211","201533_at","1499"
"1212","201534_s_at","5412"
"1213","201535_at","5412"
"1214","201536_at","1845"
"1215","201537_s_at","1845"
"1216","201538_s_at","1845"
"1217","201539_s_at","2273"
"1218","201540_at","2273"
"1219","201541_s_at","10467"
"1220","201542_at","56681"
"1221","201543_s_at","56681"
"1222","201544_x_at","8106"
"1223","201544_x_at","599"
"1224","201544_x_at","100529063"
"1225","201545_s_at","8106"
"1226","201545_s_at","100529063"
"1227","201546_at","9320"
"1228","201547_at","10765"
"1229","201548_s_at","10765"
"1230","201549_x_at","10765"
"1231","201550_x_at","71"
"1232","201550_x_at","60"
"1233","201551_s_at","3916"
"1234","201552_at","3916"
"1235","201553_s_at","3916"
"1236","201554_x_at","2992"
"1237","201555_at","4172"
"1238","201556_s_at","6844"
"1239","201557_at","6844"
"1240","201558_at","8480"
"1241","201559_s_at","25932"
"1242","201560_at","25932"
"1243","201561_s_at","22883"
"1244","201562_s_at","6652"
"1245","201563_at","6652"
"1246","201564_s_at","6624"
"1247","201565_s_at","3398"
"1248","201566_x_at","3398"
"1249","201567_s_at","2803"
"1250","201568_at","27089"
"1251","201569_s_at","25813"
"1252","201570_at","25813"
"1253","201571_s_at","1635"
"1254","201572_x_at","1635"
"1255","201573_s_at","2107"
"1256","201574_at","2107"
"1257","201575_at","22938"
"1258","201576_s_at","2720"
"1259","201576_s_at","643853"
"1260","201577_at","4830"
"1261","201578_at","5420"
"1262","201579_at","2195"
"1263","201580_s_at","56255"
"1264","201581_at","56255"
"1265","201582_at","10483"
"1266","201583_s_at","10483"
"1267","201584_s_at","10212"
"1268","201585_s_at","6421"
"1269","201586_s_at","6421"
"1270","201587_s_at","3654"
"1271","201588_at","9352"
"1272","201589_at","8243"
"1273","201590_x_at","302"
"1274","201591_s_at","11188"
"1275","201592_at","8667"
"1276","201593_s_at","55854"
"1277","201594_s_at","9989"
"1278","201595_s_at","55854"
"1279","201596_x_at","3875"
"1280","201597_at","1347"
"1281","201598_s_at","3636"
"1282","201599_at","4942"
"1283","201600_at","11331"
"1284","201601_x_at","8519"
"1285","201601_x_at","10581"
"1286","201602_s_at","4659"
"1287","201603_at","4659"
"1288","201604_s_at","4659"
"1289","201605_x_at","1265"
"1290","201606_s_at","11137"
"1291","201607_at","11137"
"1292","201608_s_at","11137"
"1293","201609_x_at","23463"
"1294","201610_at","23463"
"1295","201611_s_at","23463"
"1296","201612_at","223"
"1297","201613_s_at","8906"
"1298","201614_s_at","8607"
"1299","201615_x_at","800"
"1300","201616_s_at","800"
"1301","201617_x_at","800"
"1302","201618_x_at","8733"
"1303","201619_at","10935"
"1304","201620_at","8720"
"1305","201621_at","4681"
"1306","201622_at","27044"
"1307","201623_s_at","1615"
"1308","201624_at","1615"
"1309","201625_s_at","3638"
"1310","201626_at","3638"
"1311","201627_s_at","3638"
"1312","201628_s_at","10670"
"1313","201629_s_at","52"
"1314","201630_s_at","52"
"1315","201631_s_at","8870"
"1316","201632_at","1967"
"1317","201633_s_at","80777"
"1318","201634_s_at","80777"
"1319","201635_s_at","8087"
"1320","201636_at","8087"
"1321","201637_s_at","8087"
"1322","201638_s_at","29894"
"1323","201639_s_at","29894"
"1324","201639_s_at","100126351"
"1325","201639_s_at","100302196"
"1326","201639_s_at","102466749"
"1327","201640_x_at","1209"
"1328","201641_at","684"
"1329","201642_at","3460"
"1330","201643_x_at","51780"
"1331","201644_at","7264"
"1332","201645_at","3371"
"1333","201646_at","950"
"1334","201647_s_at","950"
"1335","201648_at","3716"
"1336","201649_at","9246"
"1337","201650_at","3880"
"1338","201651_s_at","11252"
"1339","201652_at","10987"
"1340","201653_at","10175"
"1341","201654_s_at","3339"
"1342","201655_s_at","3339"
"1343","201656_at","3655"
"1344","201657_at","400"
"1345","201658_at","400"
"1346","201659_s_at","400"
"1347","201660_at","2181"
"1348","201661_s_at","2181"
"1349","201662_s_at","2181"
"1350","201663_s_at","10051"
"1351","201664_at","10051"
"1352","201665_x_at","6218"
"1353","201666_at","7076"
"1354","201667_at","2697"
"1355","201668_x_at","4082"
"1356","201669_s_at","4082"
"1357","201670_s_at","4082"
"1358","201671_x_at","9097"
"1359","201672_s_at","9097"
"1360","201673_s_at","2997"
"1361","201674_s_at","8165"
"1362","201675_at","8165"
"1363","201676_x_at","5682"
"1364","201677_at","56941"
"1365","201678_s_at","56941"
"1366","201679_at","51593"
"1367","201680_x_at","51593"
"1368","201681_s_at","9231"
"1369","201682_at","9512"
"1370","201683_x_at","9878"
"1371","201684_s_at","9878"
"1372","201685_s_at","9878"
"1373","201686_x_at","8539"
"1374","201687_s_at","8539"
"1375","201688_s_at","7163"
"1376","201689_s_at","7163"
"1377","201690_s_at","7163"
"1378","201691_s_at","7163"
"1379","201692_at","10280"
"1380","201693_s_at","1958"
"1381","201694_s_at","1958"
"1382","201695_s_at","4860"
"1383","201696_at","6429"
"1384","201697_s_at","1786"
"1385","201698_s_at","8683"
"1386","201698_s_at","283459"
"1387","201699_at","5706"
"1388","201700_at","896"
"1389","201701_s_at","10424"
"1390","201702_s_at","5514"
"1391","201703_s_at","5514"
"1392","201704_at","955"
"1393","201705_at","5713"
"1394","201706_s_at","5824"
"1395","201707_at","5824"
"1396","201708_s_at","8508"
"1397","201709_s_at","8508"
"1398","201710_at","4605"
"1399","201711_x_at","5903"
"1400","201712_s_at","5903"
"1401","201713_s_at","5903"
"1402","201714_at","7283"
"1403","201715_s_at","22985"
"1404","201716_at","6642"
"1405","201717_at","740"
"1406","201718_s_at","2037"
"1407","201719_s_at","2037"
"1408","201720_s_at","7805"
"1409","201721_s_at","7805"
"1410","201722_s_at","2589"
"1411","201723_s_at","2589"
"1412","201724_s_at","2589"
"1413","201725_at","8872"
"1414","201726_at","1994"
"1415","201727_s_at","1994"
"1416","201728_s_at","9703"
"1417","201729_s_at","9703"
"1418","201730_s_at","7175"
"1419","201731_s_at","7175"
"1420","201732_s_at","1182"
"1421","201733_at","1182"
"1422","201734_at","1182"
"1423","201735_s_at","1182"
"1424","201736_s_at","10299"
"1425","201737_s_at","10299"
"1426","201738_at","10289"
"1427","201739_at","6446"
"1428","201740_at","4722"
"1429","201741_x_at","6426"
"1430","201742_x_at","6426"
"1431","201743_at","929"
"1432","201744_s_at","4060"
"1433","201745_at","5756"
"1434","201746_at","7157"
"1435","201747_s_at","6294"
"1436","201748_s_at","6294"
"1437","201749_at","1889"
"1438","201750_s_at","1889"
"1439","201751_at","9929"
"1440","201752_s_at","120"
"1441","201753_s_at","120"
"1442","201754_at","1345"
"1443","201755_at","4174"
"1444","201756_at","6118"
"1445","201757_at","4725"
"1446","201757_at","6134"
"1447","201758_at","7251"
"1448","201759_at","6904"
"1449","201760_s_at","55884"
"1450","201761_at","10797"
"1451","201762_s_at","5721"
"1452","201762_s_at","102465801"
"1453","201763_s_at","1616"
"1454","201764_at","79022"
"1455","201765_s_at","3073"
"1456","201766_at","60528"
"1457","201767_s_at","60528"
"1458","201768_s_at","9685"
"1459","201769_at","9685"
"1460","201770_at","6626"
"1461","201771_at","10067"
"1462","201772_at","51582"
"1463","201773_at","23394"
"1464","201774_s_at","9918"
"1465","201775_s_at","9813"
"1466","201776_s_at","9813"
"1467","201777_s_at","9813"
"1468","201778_s_at","9813"
"1469","201779_s_at","11342"
"1470","201780_s_at","11342"
"1471","201781_s_at","9049"
"1472","201782_s_at","9049"
"1473","201783_s_at","5970"
"1474","201784_s_at","10944"
"1475","201785_at","6035"
"1476","201786_s_at","103"
"1477","201787_at","2192"
"1478","201788_at","11325"
"1479","201789_at","51635"
"1480","201789_at","64430"
"1481","201790_s_at","1717"
"1482","201791_s_at","1717"
"1483","201792_at","165"
"1484","201793_x_at","9887"
"1485","201794_s_at","9887"
"1486","201795_at","3930"
"1487","201796_s_at","7407"
"1488","201797_s_at","7407"
"1489","201798_s_at","26509"
"1490","201799_s_at","5007"
"1491","201800_s_at","5007"
"1492","201801_s_at","2030"
"1493","201802_at","2030"
"1494","201803_at","5431"
"1495","201804_x_at","1155"
"1496","201805_at","5571"
"1497","201806_s_at","11273"
"1498","201807_at","9559"
"1499","201808_s_at","2022"
"1500","201809_s_at","2022"
"1501","201810_s_at","9467"
"1502","201811_x_at","9467"
"1503","201812_s_at","54543"
"1504","201812_s_at","201725"
"1505","201813_s_at","9779"
"1506","201814_at","9779"
"1507","201815_s_at","9779"
"1508","201816_s_at","2631"
"1509","201817_at","9690"
"1510","201818_at","79888"
"1511","201819_at","949"
"1512","201820_at","3852"
"1513","201821_s_at","10440"
"1514","201822_at","10440"
"1515","201823_s_at","9604"
"1516","201824_at","9604"
"1517","201825_s_at","51097"
"1518","201826_s_at","51097"
"1519","201827_at","6603"
"1520","201828_x_at","8933"
"1521","201829_at","10276"
"1522","201830_s_at","10276"
"1523","201831_s_at","8615"
"1524","201832_s_at","8615"
"1525","201833_at","3066"
"1526","201834_at","5564"
"1527","201835_s_at","5564"
"1528","201836_s_at","9913"
"1529","201837_s_at","9913"
"1530","201838_s_at","9913"
"1531","201839_s_at","4072"
"1532","201840_at","4738"
"1533","201841_s_at","3315"
"1534","201842_s_at","2202"
"1535","201843_s_at","2202"
"1536","201844_s_at","23429"
"1537","201845_s_at","23429"
"1538","201846_s_at","23429"
"1539","201847_at","3988"
"1540","201848_s_at","664"
"1541","201849_at","664"
"1542","201850_at","822"
"1543","201851_at","6455"
"1544","201852_x_at","1281"
"1545","201853_s_at","994"
"1546","201854_s_at","23300"
"1547","201855_s_at","23300"
"1548","201856_s_at","51663"
"1549","201857_at","51663"
"1550","201858_s_at","5552"
"1551","201859_at","5552"
"1552","201860_s_at","5327"
"1553","201861_s_at","9208"
"1554","201862_s_at","9208"
"1555","201863_at","26017"
"1556","201864_at","2664"
"1557","201865_x_at","2908"
"1558","201866_s_at","2908"
"1559","201867_s_at","6907"
"1560","201868_s_at","6907"
"1561","201869_s_at","6907"
"1562","201870_at","10953"
"1563","201871_s_at","51035"
"1564","201872_s_at","6059"
"1565","201873_s_at","6059"
"1566","201874_at","9019"
"1567","201875_s_at","9019"
"1568","201876_at","5445"
"1569","201877_s_at","5527"
"1570","201878_at","25820"
"1571","201879_at","25820"
"1572","201880_at","25820"
"1573","201881_s_at","25820"
"1574","201882_x_at","2683"
"1575","201883_s_at","2683"
"1576","201884_at","1048"
"1577","201885_s_at","1727"
"1578","201886_at","80344"
"1579","201887_at","3597"
"1580","201888_s_at","3597"
"1581","201889_at","10447"
"1582","201890_at","6241"
"1583","201891_s_at","567"
"1584","201892_s_at","3615"
"1585","201893_x_at","1634"
"1586","201894_s_at","1634"
"1587","201894_s_at","6745"
"1588","201895_at","369"
"1589","201896_s_at","84722"
"1590","201897_s_at","1163"
"1591","201898_s_at","7319"
"1592","201899_s_at","7319"
"1593","201900_s_at","10327"
"1594","201901_s_at","7528"
"1595","201902_s_at","7528"
"1596","201903_at","7384"
"1597","201904_s_at","10217"
"1598","201905_s_at","10217"
"1599","201906_s_at","10217"
"1600","201907_x_at","1857"
"1601","201908_at","1857"
"1602","201909_at","6192"
"1603","201910_at","10160"
"1604","201911_s_at","10160"
"1605","201912_s_at","2935"
"1606","201913_s_at","80347"
"1607","201914_s_at","11231"
"1608","201915_at","11231"
"1609","201916_s_at","11231"
"1610","201917_s_at","55186"
"1611","201918_at","55186"
"1612","201919_at","55186"
"1613","201920_at","6574"
"1614","201921_at","552891"
"1615","201921_at","2790"
"1616","201922_at","10412"
"1617","201923_at","10549"
"1618","201924_at","4299"
"1619","201925_s_at","1604"
"1620","201926_s_at","1604"
"1621","201927_s_at","8502"
"1622","201928_at","8502"
"1623","201929_s_at","8502"
"1624","201930_at","4175"
"1625","201931_at","2108"
"1626","201932_at","10489"
"1627","201933_at","5119"
"1628","201934_at","80335"
"1629","201935_s_at","8672"
"1630","201936_s_at","8672"
"1631","201937_s_at","23549"
"1632","201938_at","8099"
"1633","201939_at","10769"
"1634","201940_at","1362"
"1635","201941_at","1362"
"1636","201942_s_at","1362"
"1637","201943_s_at","1362"
"1638","201944_at","3074"
"1639","201945_at","5045"
"1640","201946_s_at","10576"
"1641","201947_s_at","10576"
"1642","201948_at","29889"
"1643","201949_x_at","832"
"1644","201950_x_at","832"
"1645","201951_at","214"
"1646","201952_at","214"
"1647","201953_at","10519"
"1648","201954_at","10095"
"1649","201955_at","892"
"1650","201956_s_at","8443"
"1651","201957_at","4660"
"1652","201958_s_at","4660"
"1653","201959_s_at","23077"
"1654","201960_s_at","23077"
"1655","201961_s_at","10193"
"1656","201962_s_at","10193"
"1657","201963_at","2180"
"1658","201964_at","23064"
"1659","201965_s_at","23064"
"1660","201966_at","4720"
"1661","201967_at","10180"
"1662","201968_s_at","5236"
"1663","201969_at","4678"
"1664","201970_s_at","4678"
"1665","201971_s_at","523"
"1666","201972_at","523"
"1667","201973_s_at","221960"
"1668","201973_s_at","51622"
"1669","201974_s_at","51622"
"1670","201975_at","6249"
"1671","201976_s_at","4651"
"1672","201977_s_at","9812"
"1673","201978_s_at","9812"
